"ano_refe";"mes_refe";"codi_enti";"nome_enti";"codi_rece";"desc_rece";"desc_forc";"valo_arre";"data_ulal";"desc_tpmo";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118011300";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DIVIDA ATIVA";"0.100-Recursos Ordinarios";"23000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118011300";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DIVIDA ATIVA";"0.100-Recursos Ordinarios";"-1723.29";"2021-01-04 00:00:00";"Estorno Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118014100";"IMPOSTO SOBRE TRANSMISSAO ?INTER VIVOS? DE BENS IMOVEIS E DE DIREITOS REAIS SOBRE IMOVEIS ";"0.100-Recursos Ordinarios";"110000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118014100";"IMPOSTO SOBRE TRANSMISSAO ?INTER VIVOS? DE BENS IMOVEIS E DE DIREITOS REAIS SOBRE IMOVEIS ";"0.100-Recursos Ordinarios";"1078520.77";"2021-01-04 00:00:00";"Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118023100";"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - PRINCIPAL";"0.100-Recursos Ordinarios";"251000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118023100";"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - PRINCIPAL";"0.100-Recursos Ordinarios";"1555525.82";"2021-01-04 00:00:00";"Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118023100";"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - PRINCIPAL";"0.100-Recursos Ordinarios";"-411372.54";"2021-01-04 00:00:00";"Estorno Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118023200";"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - MULTAS E JUROS";"0.100-Recursos Ordinarios";"2000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118023300";"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - DIVIDA ATIVA";"0.100-Recursos Ordinarios";"2000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1118023300";"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - DIVIDA ATIVA";"0.100-Recursos Ordinarios";"34620.44";"2021-01-04 00:00:00";"Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1121011100";"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL";"0.100-Recursos Ordinarios";"100921.83";"2021-01-04 00:00:00";"Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1121011100";"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL";"0.100-Recursos Ordinarios";"10000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1122011100";"TAXAS PELA PRESTACAO DE SERVICOS - PRINCIPAL";"0.100-Recursos Ordinarios";"174678.46";"2021-01-04 00:00:00";"Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1122011100";"TAXAS PELA PRESTACAO DE SERVICOS - PRINCIPAL";"0.100-Recursos Ordinarios";"35000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1122011100";"TAXAS PELA PRESTACAO DE SERVICOS - PRINCIPAL";"0.209-Outros Recursos Nao Vinculados";"12000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1240001100";"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA - PRINCIPAL";"0.162-Contribuicao para o Custeio do Servico de Iluminacao P";"37200000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1310011100";"ALUGUEIS E ARRENDAMENTOS - PRINCIPAL";"0.100-Recursos Ordinarios";"10000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1321001100";"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL";"0.100-Recursos Ordinarios";"520.54";"2021-01-04 00:00:00";"Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1322001100";"DIVIDENDOS - PRINCIPAL";"0.100-Recursos Ordinarios";"250000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718012100";"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL - PRINCIPAL";"0.100-Recursos Ordinarios";"456000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718015100";"COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - ITR -  PRINCIPAL";"0.100-Recursos Ordinarios";"36000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718051100";"TRANSFERENCIAS DO SALARIO-EDUCACAO - PRINCIPAL";"0.120-Transferencia do Salario-Educacao";"21221200";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718052100";"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA DINHEIRO DIRETO NA ESCOLA - PDDE";"0.121-Transferencias de Recursos do FNDE Referentes ao Progr";"2000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718053100";"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR ? PN";"0.122-Transferencias de Recursos do FNDE Referentes ao Progr";"8000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718054100";"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO E";"0.123-Transferencias de Recursos do FNDE Referentes ao Progr";"2000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718059100";"OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO ? FNDE - PR";"0.124-Outras Transferencias de Recursos do FNDE";"6222500";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718061100";"TRANSFERENCIA FINANCEIRA DO ICMS ? DESONERACAO ? L.C. No 87/96 - PRINCIPAL";"0.100-Recursos Ordinarios";"120000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718091100";"TRANSFERENCIAS DE RECURSOS DA COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIM";"0.114-Transferencias do FUNDEB 70% - Compl. Uniao - VAAF";"23681700";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.251-Outras Transferencias de Convenios ou Contratos de Rep";"18000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.125-Transferencias de Convenios ou de Contratos de Repasse";"512000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.102-Transferencias de Convenios ou de Contratos de Repasse";"1000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.131-Transferencias de Convenios - Assistencia Social";"224000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.151-Outras Transferencias de Convenios ou Contratos de Rep";"11334200";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718991101";"OUTRAS TRANSFERENCIAS DA UNIAO";"0.209-Outros Recursos Nao Vinculados";"21000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1718991101";"OUTRAS TRANSFERENCIAS DA UNIAO";"0.100-Recursos Ordinarios";"2000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1728011100";"COTA-PARTE DO ICMS - PRINCIPAL";"0.100-Recursos Ordinarios";"456000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1728012100";"COTA-PARTE DO IPVA - PRINCIPAL";"0.100-Recursos Ordinarios";"108000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1728012100";"COTA-PARTE DO IPVA - PRINCIPAL";"0.100-Recursos Ordinarios";"1022768.03";"2021-01-04 00:00:00";"Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1728012100";"COTA-PARTE DO IPVA - PRINCIPAL";"0.100-Recursos Ordinarios";"-204553.61";"2021-01-04 00:00:00";"Estorno Arrecadacao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1728013100";"COTA - PARTE DO IPI - MUNICIPIOS - PRINCIPAL";"0.100-Recursos Ordinarios";"240000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1728014100";"COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - PRINCIPAL";"Outras vinculacoes de transferencias";"1000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1728023100";"COTA-PARTE ROYALTIES ? COMPENSACAO FINANCEIRA PELA PRODUCAO DO PETROLEO ? LEI No 7.990/89,";"0.100-Recursos Ordinarios";"5000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1728109100";"OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS - PRINCIPAL";"Outras vinculacoes de transferencias";"19000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1758011100";"TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E D";"0.112-Transferencias do FUNDEB - Impostos 70%";"293322300";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1921991100";"OUTRAS INDENIZACOES - PRINCIPAL";"0.100-Recursos Ordinarios";"1000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1922991100";"OUTRAS RESTITUICOES - PRINCIPAL";"0.100-Recursos Ordinarios";"10000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1990991100";"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL";"0.100-Recursos Ordinarios";"142466000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1990991100";"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL";"0.209-Outros Recursos Nao Vinculados";"194664";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1990991200";"OUTRAS RECEITAS - PRIMARIAS - MULTAS E JUROS DE OUTROS TRIBUTOS";"0.100-Recursos Ordinarios";"1000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"1990991300";"OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA DE OUTROS TRIBUTOS";"0.100-Recursos Ordinarios";"1000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"2118011100";"OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE EDUCACAO - PRINCIPAL";"0.130-Operacoes de Credito Vinculadas a Educacao";"8000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"2118012100";"OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE SAUDE - PRINCIPAL";"0.103-Operacoes de Credito vinculadas a Saude";"8000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"2119001100";"OPERACOES DE CREDITO - MERCADO INTERNO - PRINCIPAL";"0.192-Recursos de Operacoes de Credito ";"11259000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"2129001100";"OUTRAS OPERACOES DE CREDITO CONTRATUAIS - MERCADO EXTERNO - PRINCIPAL";"0.192-Recursos de Operacoes de Credito ";"73420706";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"2418109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.131-Transferencias de Convenios - Assistencia Social";"14000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"2418109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.102-Transferencias de Convenios ou de Contratos de Repasse";"220000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"2418109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.151-Outras Transferencias de Convenios ou Contratos de Rep";"33705500";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"2418109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.125-Transferencias de Convenios ou de Contratos de Repasse";"2618272";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"1";"Prefeitura Municipal de Joao Pessoa";"2458011100";"TRANSFERENCIA DE OUTRAS INSTITUICOES PUBLICAS-PRINCIPAL";"0.209-Outros Recursos Nao Vinculados";"100000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"2";"Autarquia Especial Municipal de Limpeza Urbana - EMLUR";"1122011100";"TAXAS PELA PRESTACAO DE SERVICOS - PRINCIPAL";"0.209-Outros Recursos Nao Vinculados";"2447400";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"2";"Autarquia Especial Municipal de Limpeza Urbana - EMLUR";"1390001100";"DEMAIS RECEITAS PATRIMONIAIS - PRINCIPAL";"0.209-Outros Recursos Nao Vinculados";"214750";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"2";"Autarquia Especial Municipal de Limpeza Urbana - EMLUR";"1910061100";"MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS - PRINCIPAL";"0.209-Outros Recursos Nao Vinculados";"500";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"2";"Autarquia Especial Municipal de Limpeza Urbana - EMLUR";"1921991100";"OUTRAS INDENIZACOES - PRINCIPAL";"0.209-Outros Recursos Nao Vinculados";"3100";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"2";"Autarquia Especial Municipal de Limpeza Urbana - EMLUR";"1990991100";"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL";"0.209-Outros Recursos Nao Vinculados";"50000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"2";"Autarquia Especial Municipal de Limpeza Urbana - EMLUR";"2418109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.251-Outras Transferencias de Convenios ou Contratos de Rep";"45800";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215011100";"CPSSS - SERVIDOR CIVIL ATIVO - PRINCIPAL";"0.241-Recursos Destinados ao RPPS - Plano Previdenciario - R";"17500000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215011100";"CPSSS - SERVIDOR CIVIL ATIVO - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"22000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215011100";"CPSSS - SERVIDOR CIVIL ATIVO - PRINCIPAL";"0.241-Recursos Destinados ao RPPS - Plano Previdenciario - R";"194.92";"2021-01-04 00:00:00";"Arrecadacao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215012100";"CPSSS - SERVIDOR CIVIL INATIVO - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"2600000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215013100";"CPSSS - SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"990000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215014100";"CPSSS ORIUNDA DE SENTENCAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"100000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215014200";"CPSSS ORIUNDA DE SENTENCAS JUDICIAIS - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"10000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215021100";"CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL";"0.241-Recursos Destinados ao RPPS - Plano Previdenciario - R";"5000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215021100";"CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL";"0.241-Recursos Destinados ao RPPS - Plano Previdenciario - R";"229.72";"2021-01-04 00:00:00";"Arrecadacao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1215021100";"CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"19000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1321001100";"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL";"0.241-Recursos Destinados ao RPPS - Plano Previdenciario - R";"60000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1321001100";"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"50000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1922031100";"RESTITUICAO DE BENEFICIOS PREVIDENCIARIOS - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"1000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1922991100";"OUTRAS RESTITUICOES - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"1000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1990031100";"COMPENSACOES FINANCEIRAS ENTRE O REGIME GERAL E OS REGIMES PROPRIOS DE PREVIDENCIA DOS SER";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"12000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"1990991100";"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"150000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"7215011100";"CPSSS - SERVIDOR CIVIL ATIVO - PRINCIPAL";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"46000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"7215011100";"CPSSS - SERVIDOR CIVIL ATIVO - PRINCIPAL";"0.241-Recursos Destinados ao RPPS - Plano Previdenciario - R";"18000000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"7218012100";"CONTRIBUICAO PATRONAL DOS SERVIDORES CIVIS INATIVOS - PRINCIPAL - INTRA ( FUNFIN )";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"190000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"6";"Instituto de Previdencia do Municipio de Joao Pessoa";"7218013100";"CONTRIBUICAO PATRONAL DOS PENSIONISTAS CIVIS - PRINCIPAL - INTRA ( FUNFIN )";"0.242-Recursos Destinados ao RPPS - Plano Financeiro - Recur";"320000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"10";"Fundacao Cultural de Joao Pessoa";"1718109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.251-Outras Transferencias de Convenios ou Contratos de Rep";"2300000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"10";"Fundacao Cultural de Joao Pessoa";"1990991100";"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL";"0.299-Outras Recursos nao Vinculados";"430000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"11";"Fundo Municipal de Cultura";"1718109100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";"0.251-Outras Transferencias de Convenios ou Contratos de Rep";"1500000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"11";"Fundo Municipal de Cultura";"1748019100";"OUTRAS TRANSFERENCIAS DE CONVENIOS DE INSTITUICOES PRIVADAS - PRINCIPAL";"0.209-Outros Recursos Nao Vinculados";"20000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"13";"Fundo Municipal de Saude de Joao Pessoa";"1121011100";"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL";"0.229-Outros Recursos Vinculados a Saude ";"980000";"2021-01-04 00:00:00";"Previsao de Receita";
"2021";"1";"13";"Fundo Municipal de Saude de Joao Pessoa";"1121011200";"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - MULTAS E JUROS";"0.229-Outros Recursos Vinculados a Saude ";"30000";"2021-01-04 00:00:00";"Previsao de Receita";
